Emp ID;Name Prefix;First Name;Middle Initial;Last Name;Gender;E Mail;Father's Name;Mother's Name;Mother's Maiden Name;Date of Birth;Time of Birth;Age in Yrs.;Weight in Kgs.;Date of Joining;Quarter of Joining;Half of Joining;Year of Joining;Month of Joining;Month Name of Joining;Short Month;Day of Joining;DOW of Joining;Short DOW;Age in Company (Years);Salary;Last % Hike;SSN;Phone No. ;Province ID;User Name;Password
618554;Mrs.;Kitty;U;Mathis;F;kitty.mathis@gmail.com;Hung Mathis;Mia Mathis;Lara;11/02/1958;1:07:30 PM;58.78;57;10/26/1991;Q4;H2;1991;10;October;Oct;26;Saturday;Sat;25.77;131033;4%;033-92-4352;503-291-7361;56;kumathis;yW_d}Bn+!uR_
535812;Mrs.;Lavonne;B;Carney;F;lavonne.carney@bp.com;Larry Carney;Mari Carney;Mitchell;11/24/1969;7:46:36 PM;47.71;41;05/02/2009;Q2;H1;2009;5;May;May;2;Saturday;Sat;8.24;143616;20%;711-18-0831;210-383-2844;38;lbcarney;cT?5uSB^LOdx+EY
500345;Mrs.;Reyna;J;Marks;F;reyna.marks@hotmail.com;Francis Marks;Kim Marks;Hayes;10/10/1982;11:15:17 PM;34.82;43;3/13/2017;Q1;H1;2017;3;March;Mar;13;Monday;Mon;0.38;109805;14%;227-99-5136;216-657-0482;20;rjmarks;C5i7Lj+]h
735598;Hon.;Preston;M;Perez;M;preston.perez@yahoo.com;Mark Perez;Elva Perez;Mccall;10/30/1961;8:12:11 AM;55.78;55;10/29/1992;Q4;H2;1992;10;October;Oct;29;Thursday;Thu;24.76;69430;9%;215-91-2868;231-627-1020;32;pmperez;KYoh/O%@#%Axn
921061;Mr.;Isaac;P;Cochran;M;isaac.cochran@charter.net;Melvin Cochran;Priscilla Cochran;Warren;7/14/1964;10:21:05 AM;53.07;87;8/25/2006;Q3;H2;2006;8;August;Aug;25;Friday;Fri;10.93;45973;17%;302-15-8335;212-938-7324;44;ipcochran;8
968785;Mr.;Noe;K;Clay;M;noe.clay@bellsouth.net;Vince Clay;Lilly Clay;Levy;3/22/1975;9:35:29 PM;42.38;72;08/11/2002;Q3;H2;2002;8;August;Aug;11;Sunday;Sun;14.97;180086;0%;297-15-5482;217-458-3909;26;nkclay;zqJt<W%f_7D7p
735499;Ms.;Callie;J;Cohen;F;callie.cohen@aol.com;Pasquale Cohen;Latisha Cohen;Hansen;12/25/1967;12:45:41 AM;49.62;45;10/19/1996;Q4;H2;1996;10;October;Oct;19;Saturday;Sat;20.79;56526;30%;389-33-6184;212-913-8969;19;cjcohen;cQxsL]?/ZWC#E
983480;Mr.;Elliott;P;Marks;M;elliott.marks@aol.com;Buford Marks;Jasmine Marks;Dodson;1/29/1966;4:17:58 AM;51.53;60;01/05/2000;Q1;H1;2000;1;January;Jan;5;Wednesday;Wed;17.57;100866;13%;470-57-5011;229-435-8916;62;epmarks;Q9XDI?[iV
206279;Ms.;Georgina;F;Lamb;F;georgina.lamb@gmail.com;Myron Lamb;Bettye Lamb;Jenkins;11/09/1991;5:31:27 PM;25.73;42;04/12/2016;Q2;H1;2016;4;April;Apr;12;Tuesday;Tue;1.29;56863;9%;459-99-1978;316-334-5403;44;gflamb;A_!nw/B0P~
582100;Mr.;Frances;D;May;M;frances.may@rediffmail.com;Mauro May;Cynthia May;Shaw;11/20/1966;12:31:46 AM;50.72;56;12/21/2001;Q4;H2;2001;12;December;Dec;21;Friday;Fri;15.61;191830;20%;318-11-7376;201-510-4857;24;fdmay;k|g2hD
821988;Mr.;Marc;Y;Hurley;M;marc.hurley@gmail.com;Leo Hurley;Enid Hurley;Griffith;7/21/1982;5:29:18 PM;35.04;70;12/13/2016;Q4;H2;2016;12;December;Dec;13;Tuesday;Tue;0.62;88052;21%;304-37-5234;210-771-0515;11;myhurley;8ey<P.6<Bq
611384;Mr.;Nathaniel;V;Bates;M;nathaniel.bates@exxonmobil.com;Ward Bates;Hilary Bates;Spence;11/02/1967;4:31:45 PM;49.77;76;9/20/2003;Q3;H2;2003;9;September;Sep;20;Saturday;Sat;13.86;166017;13%;025-92-4479;304-485-6950;35;nvbates;R6Aq~3hccVZgP5
993792;Mr.;Colby;O;Holder;M;colby.holder@walmart.com;Parker Holder;Lois Holder;Shannon;08/08/1973;3:28:00 PM;44;59;01/06/1999;Q1;H1;1999;1;January;Jan;6;Wednesday;Wed;18.57;62228;6%;640-29-9347;229-363-7104;89;coholder;q}dQ*57:
316999;Mrs.;Dee;W;Love;F;dee.love@ibm.com;Daniel Love;Sandra Love;Holden;9/21/1963;12:17:53 AM;53.89;40;07/02/1993;Q3;H2;1993;7;July;Jul;2;Friday;Fri;24.09;93272;19%;541-83-3120;219-453-1822;15;dwlove;k_pvnf6ua
880526;Hon.;Willie;M;Gibson;M;willie.gibson@gmail.com;Gordon Gibson;Deirdre Gibson;Whitehead;01/09/1962;6:56:06 PM;55.59;61;08/01/1999;Q3;H2;1999;8;August;Aug;1;Sunday;Sun;18;191109;1%;065-02-1744;210-672-1876;91;wmgibson;1F@%z:IeyM
201612;Drs.;Alison;G;Walsh;F;alison.walsh@btinternet.com;Charley Walsh;Alba Walsh;Ellison;08/12/1971;1:46:06 PM;45.99;42;8/20/2010;Q3;H2;2010;8;August;Aug;20;Friday;Fri;6.94;154700;0%;364-39-6393;803-754-2504;55;agwalsh;WgyfQm?1
481137;Ms.;Gena;L;Holman;F;gena.holman@ntlworld.com;Reinaldo Holman;Trina Holman;Mclean;05/05/1989;2:26:52 AM;28.25;47;6/18/2013;Q2;H1;2013;6;June;Jun;18;Tuesday;Tue;4.11;42626;25%;684-24-6541;479-730-0439;26;glholman;Tdn6#o!G8v8byv
191985;Ms.;Tammy;X;Casey;F;tammy.casey@gmail.com;Duncan Casey;Ronda Casey;Huffman;4/14/1980;5:49:50 PM;37.31;51;3/19/2002;Q1;H1;2002;3;March;Mar;19;Tuesday;Tue;15.37;192743;25%;221-13-7601;216-524-3435;26;txcasey;28yj%Zp:1pq9OP
244500;Ms.;Shirley;L;Waller;F;shirley.waller@walmart.com;Phil Waller;Rosanne Waller;Reid;6/24/1959;1:13:09 AM;58.13;46;02/10/1990;Q1;H1;1990;2;February;Feb;10;Saturday;Sat;27.48;130706;14%;571-99-9701;270-487-2309;80;slwaller;gR+vqTtO
920668;Mrs.;Joanna;L;Poole;F;joanna.poole@bellsouth.net;Hiram Poole;Diann Poole;Christensen;5/25/1987;8:23:09 AM;30.2;52;06/09/2015;Q2;H1;2015;6;June;Jun;9;Tuesday;Tue;2.14;141884;28%;596-94-6656;314-243-5461;14;jlpoole;HKLn6q^$AN^
335470;Mrs.;Amber;Z;Mendoza;F;amber.mendoza@gmail.com;Philip Mendoza;Saundra Mendoza;Patton;02/05/1973;12:10:54 AM;44.5;56;09/05/1994;Q3;H2;1994;9;September;Sep;5;Monday;Mon;22.91;63144;27%;119-98-6689;603-466-5911;77;azmendoza;Brz7LWTD$lZc
150036;Mrs.;Lourdes;O;Hull;F;lourdes.hull@hotmail.com;Jason Hull;Tracy Hull;Small;5/27/1968;8:35:49 PM;49.2;47;11/16/1990;Q4;H2;1990;11;November;Nov;16;Friday;Fri;26.72;64976;20%;392-33-8988;480-286-0831;92;lohull;II8wEon:}
251640;Mrs.;Kim;D;England;F;kim.england@gmail.com;Raymundo England;Danielle England;Emerson;2/18/1970;11:45:43 PM;47.47;50;6/25/1995;Q2;H1;1995;6;June;Jun;25;Sunday;Sun;22.11;112635;2%;540-83-2628;423-810-3573;27;kdengland;XcvBZA#rs_
588702;Ms.;Haley;O;Maddox;F;haley.maddox@gmail.com;Chester Maddox;Virgie Maddox;Mullins;3/13/1972;9:43:00 PM;45.41;48;6/25/2004;Q2;H1;2004;6;June;Jun;25;Friday;Fri;13.1;160196;25%;478-43-6952;480-776-8203;58;homaddox;ZUUG?Ek&Lzg*}e
707453;Mr.;Rory;F;Atkins;M;rory.atkins@gmail.com;Lamar Atkins;Teresa Atkins;Anderson;09/05/1966;1:58:57 PM;50.93;52;3/19/1995;Q1;H1;1995;3;March;Mar;19;Sunday;Sun;22.38;155903;2%;422-67-4954;270-530-6531;68;rfatkins;Tz:VYGd[lWvn8
239168;Drs.;Kathrine;Z;Whitaker;F;kathrine.whitaker@yahoo.com;Andy Whitaker;Dominique Whitaker;Valencia;7/30/1992;10:21:19 PM;25.01;46;9/21/2016;Q3;H2;2016;9;September;Sep;21;Wednesday;Wed;0.85;183618;21%;083-02-3732;210-927-7641;47;kzwhitaker;z+-<yp&XnFdZ<
146790;Hon.;Lou;M;Buckner;F;lou.buckner@gmail.com;Bob Buckner;Jeannine Buckner;Guthrie;10/29/1989;12:01:45 AM;27.76;42;11/29/2010;Q4;H2;2010;11;November;Nov;29;Monday;Mon;6.67;45969;18%;263-99-8576;701-559-9925;14;lmbuckner;UZ7Pf^F\Csx
637843;Ms.;Karla;W;Barrera;F;karla.barrera@gmail.com;Kent Barrera;Callie Barrera;Schwartz;6/16/1966;2:57:21 AM;51.15;40;05/12/1993;Q2;H1;1993;5;May;May;12;Wednesday;Wed;24.23;172421;24%;376-37-9748;406-503-5614;84;kwbarrera;D50nPcYxAy:5_Eo
689587;Ms.;Ava;M;Kane;F;ava.kane@aol.com;Samuel Kane;Jennifer Kane;Gibson;04/10/1983;2:23:29 AM;34.32;40;3/24/2012;Q1;H1;2012;3;March;Mar;24;Saturday;Sat;5.35;82550;30%;518-89-3528;219-501-7805;21;amkane;MkQ33!}U\{
126316;Mrs.;Roseann;A;Riley;F;roseann.riley@aol.com;Logan Riley;Janice Riley;Lara;8/17/1976;7:00:14 PM;40.97;50;2/22/2010;Q1;H1;2010;2;February;Feb;22;Monday;Mon;7.43;73715;17%;084-02-1565;605-260-9998;22;rariley;vJC-i.2XYv0k#
318026;Ms.;Elizabeth;H;Fernandez;F;elizabeth.fernandez@gmail.com;Carlos Fernandez;Delia Fernandez;Perry;07/04/1995;6:46:27 AM;22.08;50;7/31/2016;Q3;H2;2016;7;July;Jul;31;Sunday;Sun;0.99;125562;9%;109-98-5127;236-680-8124;17;ehfernandez;qhx\7*Ylet~Y
848311;Mrs.;Flora;B;Decker;F;flora.decker@aol.com;Scotty Decker;Lolita Decker;Hebert;8/20/1957;12:07:18 AM;59.98;44;6/22/1995;Q2;H1;1995;6;June;Jun;22;Thursday;Thu;22.12;83996;26%;561-99-3291;385-701-5077;68;fbdecker;xZj11{\wEepTe9o
774548;Ms.;Shannon;I;Parker;F;shannon.parker@yahoo.com;Rodolfo Parker;Norma Parker;Norman;12/17/1987;5:45:20 PM;29.63;56;2/13/2011;Q1;H1;2011;2;February;Feb;13;Sunday;Sun;6.46;96768;16%;521-99-6632;907-888-7743;81;siparker;ChR@|xei
611233;Ms.;James;K;Cain;F;james.cain@gmail.com;Romeo Cain;Debbie Cain;Simpson;01/04/1996;4:50:28 AM;21.58;48;2/22/2017;Q1;H1;2017;2;February;Feb;22;Wednesday;Wed;0.43;184223;7%;697-16-0497;208-623-6536;81;jkcain;hxJ+N%5xLm?
421652;Mr.;Craig;N;Roberts;M;craig.roberts@yahoo.co.uk;Darren Roberts;Mari Roberts;Morales;9/26/1964;3:17:19 AM;52.87;67;10/22/2004;Q4;H2;2004;10;October;Oct;22;Friday;Fri;12.77;174547;21%;510-33-4397;217-340-7427;74;cnroberts;jmUa1[E\<
528969;Hon.;Celina;H;Huffman;F;celina.huffman@aol.com;Archie Huffman;Amy Huffman;Foley;8/25/1977;6:22:31 PM;39.95;59;9/15/2002;Q3;H2;2002;9;September;Sep;15;Sunday;Sun;14.88;115518;20%;433-99-6609;303-570-6473;70;chhuffman;V{j1^G.GkN4
202408;Ms.;Jimmie;F;Burnett;F;jimmie.burnett@microsoft.com;Jamel Burnett;Annie Burnett;Everett;2/23/1995;11:19:43 PM;22.44;52;01/01/2017;Q1;H1;2017;1;January;Jan;1;Sunday;Sun;0.57;146772;8%;238-99-5525;206-621-6851;64;jfburnett;nS5AVd:$Xmnk7
918148;Mrs.;Faye;J;Barrett;F;faye.barrett@sbcglobal.net;Carmen Barrett;Tamera Barrett;Walsh;07/02/1985;1:53:35 PM;32.09;51;11/14/2008;Q4;H2;2008;11;November;Nov;14;Friday;Fri;8.71;120502;13%;218-89-1824;270-979-8387;77;fjbarrett;J2mqpeJjZ0
396091;Ms.;Gena;A;Bradley;F;gena.bradley@gmail.com;Landon Bradley;Joanna Bradley;Christensen;2/17/1973;7:07:14 PM;44.47;56;10/06/1999;Q4;H2;1999;10;October;Oct;6;Wednesday;Wed;17.82;146840;28%;466-99-8029;319-335-9592;59;gabradley;mYeyB||T~*Hg
808996;Mr.;Deandre;C;Good;M;deandre.good@aol.com;Elias Good;Melba Good;Mann;6/13/1966;11:36:31 AM;51.16;70;6/29/2007;Q2;H1;2007;6;June;Jun;29;Friday;Fri;10.09;95240;26%;010-94-4511;207-434-2187;63;dcgood;KV|UvevZ
752301;Mr.;Garland;H;Ayers;M;garland.ayers@ibm.com;Myron Ayers;Alfreda Ayers;Vaughn;2/15/1971;1:24:36 PM;46.48;52;2/27/2011;Q1;H1;2011;2;February;Feb;27;Sunday;Sun;6.42;77803;12%;683-24-3490;479-957-8137;59;ghayers;j\5iCOuBl/GNw
654102;Mr.;Jerrod;C;Bell;M;jerrod.bell@yahoo.com;Spencer Bell;Ada Bell;Hall;7/20/1992;5:37:49 AM;25.04;86;11/15/2014;Q4;H2;2014;11;November;Nov;15;Saturday;Sat;2.7;116822;10%;217-89-5121;228-915-9184;11;jcbell;z:]D+fn@
809104;Mr.;Alexis;I;Holland;M;alexis.holland@aol.com;Shirley Holland;Tracey Holland;Parker;12/25/1979;10:50:56 AM;37.62;82;8/17/2011;Q3;H2;2011;8;August;Aug;17;Wednesday;Wed;5.95;189640;23%;556-99-2203;210-983-8877;24;aiholland;Dsbs#g$D%g?x
929548;Mrs.;Deidre;V;Barrett;F;deidre.barrett@yahoo.com;Jeffry Barrett;Cassandra Barrett;Hardin;5/28/1986;3:11:24 PM;31.19;48;4/24/2012;Q2;H1;2012;4;April;Apr;24;Tuesday;Tue;5.26;71568;3%;717-18-2589;215-445-7100;38;dvbarrett;d[\@[none{!X:*
978535;Mr.;Fred;G;Hoffman;M;fred.hoffman@microsoft.com;Mary Hoffman;Lesley Hoffman;Estrada;07/01/1970;7:55:12 PM;47.11;90;02/10/2017;Q1;H1;2017;2;February;Feb;10;Friday;Fri;0.46;194639;17%;300-15-0846;210-278-7110;40;fghoffman;XxJ%h~G9_
211729;Mrs.;Effie;X;Santana;F;effie.santana@yahoo.com;Guillermo Santana;Johnnie Santana;Watkins;11/25/1962;6:54:21 PM;54.71;51;08/02/1993;Q3;H2;1993;8;August;Aug;2;Monday;Mon;24;148855;15%;270-17-3244;215-545-5060;57;exsantana;d!+8E/lZL6Df
760573;Hon.;Juliette;Y;Mosley;F;juliette.mosley@hotmail.com;Martin Mosley;Rosie Mosley;Roy;09/02/1964;1:10:38 PM;52.94;58;01/11/2014;Q1;H1;2014;1;January;Jan;11;Saturday;Sat;3.55;105923;23%;664-22-2625;605-828-2040;45;jymosley;6+G}6!DH~s%*se\
979873;Ms.;Susan;E;Schwartz;F;susan.schwartz@gmail.com;Louis Schwartz;Rosanna Schwartz;Hunt;12/11/1968;5:03:34 AM;48.66;47;4/15/2002;Q2;H1;2002;4;April;Apr;15;Monday;Mon;15.3;165568;27%;081-02-2214;215-578-8596;15;seschwartz;Q$]&#U.J
446702;Mr.;Richie;V;Downs;M;richie.downs@cox.net;Karl Downs;Ila Downs;Burks;10/12/1960;7:04:48 PM;56.83;67;10/02/1992;Q4;H2;1992;10;October;Oct;2;Friday;Fri;24.84;104084;5%;249-99-9939;209-990-1777;40;rvdowns;R9Sk\F0{n0W
505362;Mr.;Winston;I;Griffin;M;winston.griffin@gmail.com;Luke Griffin;Lina Griffin;Johns;12/06/1993;10:06:41 AM;23.66;83;2/25/2015;Q1;H1;2015;2;February;Feb;25;Wednesday;Wed;2.42;46181;4%;196-84-7330;236-706-4648;45;wigriffin;q^oCV9|Jd
451940;Mr.;Sammy;N;Mills;M;sammy.mills@yahoo.com;Andy Mills;Gabriela Mills;Guerrero;2/26/1985;10:22:59 AM;32.44;80;5/22/2006;Q2;H1;2006;5;May;May;22;Monday;Mon;11.19;136951;18%;012-94-9533;239-740-8337;13;snmills;vptO:]a[8P
411196;Ms.;Gracie;C;Mosley;F;gracie.mosley@yahoo.co.uk;Alfredo Mosley;Violet Mosley;Prince;11/29/1967;12:57:55 AM;49.7;48;1/17/2015;Q1;H1;2015;1;January;Jan;17;Saturday;Sat;2.53;143460;5%;043-15-5539;252-933-6558;16;gcmosley;m%CUbP:vTBOl$wg
636457;Mr.;Manuel;D;Bentley;M;manuel.bentley@yahoo.com;Wilford Bentley;Noemi Bentley;Barton;10/25/1958;7:24:47 AM;58.8;78;10/05/2014;Q4;H2;2014;10;October;Oct;5;Sunday;Sun;2.81;157479;30%;612-87-0154;304-225-2645;81;mdbentley;45H.iF%&l
262702;Mr.;Roberto;O;Hogan;M;roberto.hogan@aol.com;William Hogan;Diann Hogan;Turner;5/24/1964;8:33:31 AM;53.21;67;09/06/2003;Q3;H2;2003;9;September;Sep;6;Saturday;Sat;13.9;124788;17%;095-02-1801;319-361-9079;18;rohogan;kv!GYn><D{B5aZ-
422323;Mrs.;Wilma;U;Gray;F;wilma.gray@gmail.com;Eli Gray;Keisha Gray;Hawkins;7/31/1963;1:51:15 AM;54.03;46;2/23/2002;Q1;H1;2002;2;February;Feb;23;Saturday;Sat;15.44;184765;23%;129-98-2701;308-513-9527;30;wugray;wsq>53nSp49w_&5
328389;Mr.;Roderick;T;Perry;M;roderick.perry@gmail.com;Sal Perry;Claire Perry;Oneal;2/27/1984;9:01:13 PM;33.44;81;01/09/2009;Q1;H1;2009;1;January;Jan;9;Friday;Fri;8.55;149121;21%;156-23-0500;339-636-3368;73;rtperry;Pn>0y
733184;Hon.;Mayra;L;Bowen;F;mayra.bowen@gmail.com;Clyde Bowen;Terri Bowen;Roth;4/22/1972;2:56:56 PM;45.3;48;5/20/2011;Q2;H1;2011;5;May;May;20;Friday;Fri;6.19;53190;27%;437-99-2897;209-841-2723;40;mlbowen;Gf\KSa1qsm?i
649821;Mr.;Andres;G;Alexander;M;andres.alexander@yahoo.com;Micah Alexander;Darlene Alexander;Bishop;8/21/1982;6:14:38 AM;34.96;58;12/23/2015;Q4;H2;2015;12;December;Dec;23;Wednesday;Wed;1.6;99567;26%;303-37-9353;212-699-1989;75;agalexander;lq3:]H3LVkG
117956;Mr.;Quentin;B;Carney;M;quentin.carney@gmail.com;Norman Carney;Karyn Carney;Mejia;08/05/1978;12:59:41 AM;39.01;83;03/12/2015;Q1;H1;2015;3;March;Mar;12;Thursday;Thu;2.38;194686;10%;378-37-6428;218-666-9869;36;qbcarney;a
670526;Mrs.;Adrian;W;Dunlap;F;adrian.dunlap@hotmail.com;Lamar Dunlap;Charlotte Dunlap;Middleton;1/16/1985;6:37:38 PM;32.55;60;8/26/2013;Q3;H2;2013;8;August;Aug;26;Monday;Mon;3.92;196585;1%;619-87-5812;203-936-3909;32;awdunlap;s]vApKBm?Ja
752997;Hon.;Lelia;H;Sawyer;F;lelia.sawyer@gmail.com;Rodolfo Sawyer;Amber Sawyer;Hoover;05/05/1980;10:46:00 AM;37.25;46;7/18/2015;Q3;H2;2015;7;July;Jul;18;Saturday;Sat;2.03;199120;24%;695-16-6612;319-717-7518;49;lhsawyer;L
340599;Mr.;Tad;K;Patrick;M;tad.patrick@yahoo.co.in;Shelby Patrick;Odessa Patrick;Adkins;05/07/1977;5:41:08 AM;40.25;62;11/24/1998;Q4;H2;1998;11;November;Nov;24;Tuesday;Tue;18.69;116817;22%;677-22-5970;239-831-9507;18;tkpatrick;Xw3QK:_-&F^O
239415;Mrs.;Pansy;V;Macdonald;F;pansy.macdonald@gmail.com;Zachary Macdonald;May Macdonald;Durham;1/19/1973;8:16:17 PM;44.55;54;10/28/2015;Q4;H2;2015;10;October;Oct;28;Wednesday;Wed;1.75;97818;10%;176-86-4548;215-543-6120;44;pvmacdonald;Wg?x3q@1|DnC0
280326;Mr.;Agustin;J;Gentry;M;agustin.gentry@aol.com;Julian Gentry;Lenora Gentry;Trujillo;11/27/1962;8:18:40 AM;54.7;82;6/16/1985;Q2;H1;1985;6;June;Jun;16;Sunday;Sun;32.14;182540;11%;002-11-5972;423-410-5564;22;ajgentry;w_V3X0!7iD[
445516;Mr.;Riley;R;Conley;M;riley.conley@gmail.com;Erwin Conley;Reyna Conley;Olsen;11/06/1991;9:41:27 PM;25.74;70;06/10/2013;Q2;H1;2013;6;June;Jun;10;Monday;Mon;4.13;75199;29%;575-99-1775;210-262-5038;79;rrconley;4a?hNe
586177;Mr.;Bernard;N;Leach;M;bernard.leach@sbcglobal.net;Buddy Leach;Katheryn Leach;Stewart;11/18/1989;11:06:59 PM;27.71;53;12/28/2012;Q4;H2;2012;12;December;Dec;28;Friday;Fri;4.58;66743;28%;569-99-5915;303-296-0269;48;bnleach;m2pn%kNEF+J2IOi
866614;Hon.;Lonnie;S;Gonzales;M;lonnie.gonzales@aol.com;Adolph Gonzales;Elizabeth Gonzales;Compton;05/12/1968;3:40:36 PM;49.24;72;02/11/2005;Q1;H1;2005;2;February;Feb;11;Friday;Fri;12.47;113546;28%;525-99-5425;210-813-7537;65;lsgonzales;f2po%}t~EwKOu{
751376;Mr.;Courtney;G;Barnes;M;courtney.barnes@ntlworld.com;Augustine Barnes;Lana Barnes;Barry;07/03/1993;5:09:14 PM;24.08;58;12/01/2014;Q4;H2;2014;12;December;Dec;1;Monday;Mon;2.66;98833;8%;516-49-6258;236-958-8215;90;cgbarnes;6kQ6PMiEj@0
196645;Mrs.;Eliza;R;Odonnell;F;eliza.odonnell@msn.com;Alphonso Odonnell;Milagros Odonnell;Sharp;2/15/1987;1:16:35 PM;30.47;46;1/18/2013;Q1;H1;2013;1;January;Jan;18;Friday;Fri;4.53;155891;16%;445-27-5887;339-906-5792;71;erodonnell;58_6I8fh:TGg
728839;Mr.;Jody;D;Mejia;M;jody.mejia@verizon.net;Bennett Mejia;Twila Mejia;Dillon;11/22/1959;6:55:41 PM;57.72;57;09/01/2013;Q3;H2;2013;9;September;Sep;1;Sunday;Sun;3.91;55958;17%;355-08-6730;270-958-5406;22;jdmejia;O.6/kAU3LNg
694921;Ms.;Pam;L;Stuart;F;pam.stuart@gmail.com;Guy Stuart;Willa Stuart;Mcmillan;1/20/1967;6:11:01 PM;50.55;48;2/28/1990;Q1;H1;1990;2;February;Feb;28;Wednesday;Wed;27.43;132035;3%;234-57-6955;240-870-5879;67;plstuart;5|[xtQs3eO
719798;Mr.;Trevor;M;Romero;M;trevor.romero@gmail.com;Frankie Romero;Jannie Romero;Stuart;09/09/1982;8:21:00 AM;34.91;68;03/12/2013;Q1;H1;2013;3;March;Mar;12;Tuesday;Tue;4.38;124965;23%;496-29-7731;201-605-4247;73;tmromero;xreWg
375797;Ms.;Tamara;Z;Perez;F;tamara.perez@aol.com;Alexander Perez;Crystal Perez;Brown;4/25/1976;10:01:46 PM;41.28;45;12/30/2012;Q4;H2;2012;12;December;Dec;30;Sunday;Sun;4.58;192689;10%;383-37-8487;215-606-2786;66;tzperez;V6JB/+0mM8#!k&R
160350;Ms.;Bonita;N;Dixon;F;bonita.dixon@gmail.com;Marc Dixon;Callie Dixon;Ashley;09/02/1978;5:20:20 PM;38.93;49;10/24/2003;Q4;H2;2003;10;October;Oct;24;Friday;Fri;13.77;119978;24%;661-22-4242;215-203-8551;64;bndixon;F:-{UHQ3S~cvx
937931;Mr.;Raphael;O;Durham;M;raphael.durham@bp.com;Jonah Durham;Teresa Durham;Fischer;04/08/1972;12:47:05 AM;45.33;69;11/07/2010;Q4;H2;2010;11;November;Nov;7;Sunday;Sun;6.73;96734;20%;446-27-1565;252-634-5403;89;rodurham;pH6!aFzK
155916;Mrs.;Rosanne;M;Mendoza;F;rosanne.mendoza@shell.com;Isiah Mendoza;Charlotte Mendoza;Chambers;9/22/1958;6:56:03 AM;58.89;41;01/11/1980;Q1;H1;1980;1;January;Jan;11;Friday;Fri;37.57;120595;17%;420-67-2231;605-701-8540;32;rmmendoza;tE@{G\:OwU1]
905335;Ms.;Ola;E;Hays;F;ola.hays@exxonmobil.com;Zachariah Hays;Judy Hays;Dunlap;12/02/1979;2:55:59 AM;37.68;45;5/16/2014;Q2;H1;2014;5;May;May;16;Friday;Fri;3.2;96619;25%;143-23-6142;209-344-1530;13;oehays;GiEcDB[y
502509;Ms.;Genevieve;P;Finley;F;genevieve.finley@charter.net;Sebastian Finley;Melinda Finley;Keith;11/07/1957;12:17:45 AM;59.76;41;5/18/2003;Q2;H1;2003;5;May;May;18;Sunday;Sun;14.21;135726;27%;118-98-7557;219-544-5838;50;gpfinley;W/]Wg^@&@}/h
563580;Mr.;Lamont;Q;Albert;M;lamont.albert@yahoo.com;Ali Albert;Bernice Albert;Ortiz;04/09/1968;5:27:17 PM;49.33;54;8/20/1995;Q3;H2;1995;8;August;Aug;20;Sunday;Sun;21.95;106870;6%;105-02-1211;215-848-2868;87;lqalbert;lJ-]?+R]!9:h3
433698;Ms.;Margie;R;Vincent;F;margie.vincent@ibm.com;Russel Vincent;Greta Vincent;Lloyd;11/04/1974;7:51:41 PM;42.76;56;12/22/2006;Q4;H2;2006;12;December;Dec;22;Friday;Fri;10.61;118038;27%;653-60-7379;210-722-8478;32;mrvincent;Co#N%DEOCdt
163351;Mr.;Terrell;V;Sears;M;terrell.sears@yahoo.co.uk;Josue Sears;Imogene Sears;Hahn;4/27/1970;6:08:43 PM;47.28;61;10/31/1997;Q4;H2;1997;10;October;Oct;31;Friday;Fri;19.75;60737;9%;704-18-7450;207-627-0029;11;tvsears;V:$hXVRF
898816;Ms.;Edna;E;Riddle;F;edna.riddle@walmart.com;Thurman Riddle;Katherine Riddle;Best;9/20/1960;11:38:03 AM;56.89;48;10/21/2007;Q4;H2;2007;10;October;Oct;21;Sunday;Sun;9.78;94034;7%;625-85-4062;209-221-5899;30;eeriddle;Np#z[YX]la
641368;Mr.;Lindsey;O;Griffin;M;lindsey.griffin@gmail.com;Rusty Griffin;Judy Griffin;Morse;11/26/1978;1:36:51 PM;38.7;53;2/27/2004;Q1;H1;2004;2;February;Feb;27;Friday;Fri;13.42;79954;19%;507-57-2384;252-283-7529;69;logriffin;V9*BiTjt~~o~8C
177982;Ms.;Lorrie;G;Sears;F;lorrie.sears@gmail.com;Alexis Sears;Frankie Sears;Crosby;10/27/1972;7:18:34 PM;44.78;53;1/16/1998;Q1;H1;1998;1;January;Jan;16;Friday;Fri;19.54;54762;1%;672-48-1581;209-769-3945;54;lgsears;V6@h%8.v9:~
330889;Prof.;Denver;C;Mays;M;denver.mays@charter.net;Hugo Mays;Lillian Mays;Mills;3/26/1969;6:00:51 AM;48.37;77;07/04/2015;Q3;H2;2015;7;July;Jul;4;Saturday;Sat;2.07;82632;19%;445-27-8040;262-586-8792;85;dcmays;hdbiyorpHfj-o
639474;Ms.;Daisy;I;Giles;F;daisy.giles@yahoo.ca;Lenard Giles;Renee Giles;Lopez;10/30/1987;2:34:21 PM;29.76;41;4/29/2017;Q2;H1;2017;4;April;Apr;29;Saturday;Sat;0.25;92138;3%;575-99-4427;239-794-9867;51;digiles;3]1|e0aD2
911800;Ms.;Esperanza;I;Wade;F;esperanza.wade@gmail.com;Sidney Wade;Jody Wade;Reyes;2/26/1970;12:36:02 AM;47.45;46;8/28/2014;Q3;H2;2014;8;August;Aug;28;Thursday;Thu;2.92;94276;24%;732-28-1105;252-531-1147;88;eiwade;iGT5~brb
